"unit_id","lab","identifier","framework_version","framework_year","section_heading","locator","unit_type","context_stem","excerpt","paraphrase","modal_register","stated_bar","duplicate_of","removal_candidate","transition_id","prior_unit_id","prior_stated_bar","prior_counterpart_excerpt","prior_modal_register"
"GDM-FSF-v2-0-0119","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","N/A","paragraph","NONE","Where appropriate, and subject to adequate confidentiality and security measures and considerations around proprietary and sensitive information, this information may include:","This introduces categories of information that may be disclosed, subject to confidentiality safeguards.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0112","NONE","Involving external authorities and experts: We are exploring internal policies around alerting relevant stakeholder bodies when, for example, evaluation thresholds are met, and in some cases mitigation plans as well as post-mitigation outcomes.","aspirational"
"GDM-FSF-v2-0-0120","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","bullet 1","bullet","Where appropriate, and subject to adequate confidentiality and security measures and considerations around proprietary and sensitive information, this information may include:","Model information: characteristics of the AI model relevant to the risk it may pose with its critical capabilities.","One disclosable category is model information relevant to the risk posed by its critical capabilities.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0112","NONE","Involving external authorities and experts: We are exploring internal policies around alerting relevant stakeholder bodies when, for example, evaluation thresholds are met, and in some cases mitigation plans as well as post-mitigation outcomes.","aspirational"
"GDM-FSF-v2-0-0121","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","bullet 2","bullet","Where appropriate, and subject to adequate confidentiality and security measures and considerations around proprietary and sensitive information, this information may include:","Evaluation results: such as details about the evaluation design, the results, and any robustness tests.","Another disclosable category is evaluation results, including design, results, and robustness tests.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0112","NONE","Involving external authorities and experts: We are exploring internal policies around alerting relevant stakeholder bodies when, for example, evaluation thresholds are met, and in some cases mitigation plans as well as post-mitigation outcomes.","aspirational"
"GDM-FSF-v2-0-0122","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","bullet 3","bullet","Where appropriate, and subject to adequate confidentiality and security measures and considerations around proprietary and sensitive information, this information may include:","Mitigation plans: descriptions of our mitigation plans and how they are expected to reduce the risk.","Another disclosable category is mitigation plans and their expected risk reduction.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0112","NONE","Involving external authorities and experts: We are exploring internal policies around alerting relevant stakeholder bodies when, for example, evaluation thresholds are met, and in some cases mitigation plans as well as post-mitigation outcomes.","aspirational"
"GDM-FSF-v2-0-0123","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","N/A","paragraph","NONE","We may also consider disclosing information to other external organizations to promote shared learning and coordinated risk mitigation.","Disclosure to other external organizations may also be considered to promote shared learning and coordinated mitigation.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0113","NONE","We will also explore how to appropriately involve independent third parties in our risk assessment and mitigation processes.","aspirational"
"GDM-FSF-v2-0-0124","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Disclosure","N/A","paragraph","NONE","We will continue to review and evolve our disclosure process over time.","The disclosure process will continue to be reviewed and evolved.","mandatory","NONE","NONE","false","GDM-FSF-v1-0_v2-0","NONE","NONE","NONE","NONE"
"GDM-FSF-v2-0-0125","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","N/A","paragraph","NONE","We expect the Framework to evolve substantially as our understanding of the risks and benefits of frontier models improves, and we will publish substantive revisions as appropriate.","The Framework is expected to evolve substantially, with substantive revisions published as appropriate.","mandatory","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0100","NONE","We expect it to evolve substantially as our understanding of the risks and benefits of frontier models improves, and we will publish substantive revisions as appropriate.","mandatory"
"GDM-FSF-v2-0-0126","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","N/A","paragraph","NONE","Issues that we aim to address in future versions of the Framework include:","This introduces a list of issues planned for future Framework versions.","aspirational","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0126","NONE","Issues that we aim to address in future versions of the Framework include:","aspirational"
"GDM-FSF-v2-0-0127","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 1","bullet","Issues that we aim to address in future versions of the Framework include:","Greater precision in risk modeling: While we have updated our CCLs and underlying threat models from version 1.0, there remains significant room for improvement in understanding the risks posed by models in different domains, and refining our set of CCLs.","Future work includes greater precision in risk modeling, despite updates since version 1.0, as room remains for improved understanding and CCL refinement.","aspirational","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0102","NONE","Greater precision in risk modeling: Given the nascency of the underlying science, there is significant room for improvement in understanding the risks posed by models in different domains, and refining our set of CCLs.","none"
"GDM-FSF-v2-0-0128","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 2","bullet","Issues that we aim to address in future versions of the Framework include:","Capability elicitation: Our evaluators continue to improve their ability to estimate what capabilities may be attainable by different threat actors with access to our models, taking into account a growing number of possible post-training enhancements.","Future work includes improving estimation of attainable capabilities by threat actors, accounting for post-training enhancements.","aspirational","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0128","NONE","Capability elicitation: Our evaluators continue to improve their ability to estimate what capabilities may be attainable by different threat actors with access to our models, taking into account a growing number of possible post-training enhancements.","aspirational"
"GDM-FSF-v2-0-0129","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 3","bullet","Issues that we aim to address in future versions of the Framework include:","Updated set of risks and mitigations: There may be additional risk domains and critical capabilities that fall into scope as AI capabilities improve and the external environment changes.","Future work may address additional risk domains and critical capabilities as AI capabilities and the external environment evolve.","conditional","NONE","NONE","false","GDM-FSF-v1-0_v2-0","GDM-FSF-v1-0-0107","NONE","Updated set of risks and mitigations: There may be additional risk domains and critical capabilities that fall into scope as AI capabilities improve and the external environment changes.","conditional"
"GDM-FSF-v2-0-0130","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 3","bullet","Updated set of risks and mitigations: There may be additional risk domains and critical capabilities that fall into scope as AI capabilities improve and the external environment changes.","Future work will aim to include additional pressing risks, which may include additional risk domains or higher CCLs within existing domains.","Future work aims to add pressing risks, possibly new domains or higher CCLs within existing domains.","aspirational","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0130","NONE","Future work will aim to include additional pressing risks, which may include additional risk domains or higher CCLs within existing domains.","aspirational"
"GDM-FSF-v2-0-0131","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 4","bullet","Issues that we aim to address in future versions of the Framework include:","Deceptive alignment approach beyond automated monitoring: We are actively researching approaches to addressing models that reach the “Instrumental Reasoning Level 2” CCL.","Future work includes deceptive alignment approaches beyond automated monitoring, actively researched for the Instrumental Reasoning Level 2 CCL.","none","Instrumental Reasoning Level 2","GDM-FSF-v2-0-0106","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0131","Instrumental Reasoning Level 2","Deceptive alignment approach beyond automated monitoring: We are actively researching approaches to addressing models that reach the “Instrumental Reasoning Level 2” CCL.","none"
"GDM-FSF-v2-0-0132","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 5","bullet","Issues that we aim to address in future versions of the Framework include:","Broader approach to ML R&D risks: The risks posed by models reaching our ML R&D CCLs may require measures beyond security and deployment mitigations, to ensure that safety measures and social institutions continue to be able to adapt to new AI capabilities amidst possible acceleration in AI development.","ML R&D CCL risks may require measures beyond security and deployment mitigations to keep safety measures and institutions adaptive amid accelerating AI development.","conditional","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0132","NONE","Broader approach to ML R&D risks: The risks posed by models reaching our ML R&D CCLs may require measures beyond security and deployment mitigations, to ensure that safety measures and social institutions continue to be able to adapt to new AI capabilities amidst possible acceleration in AI development.","conditional"
"GDM-FSF-v2-0-0133","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Future Work","bullet 5","bullet","Broader approach to ML R&D risks","We are actively researching appropriate responses to these scenarios.","Appropriate responses to these ML R&D risk scenarios are being actively researched.","none","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0133","NONE","We are actively researching appropriate responses to these scenarios.","none"
"GDM-FSF-v2-0-0134","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Acknowledgements","N/A","paragraph","NONE","Version 2.0 of the Frontier Safety Framework was developed by Lewis Ho, Celine Smith, Claudia van der Salm, Joslyn Barnhart, and Rohin Shah, under the leadership of Allan Dafoe, Anca Dragan, Andy Song, Demis Hassabis, Four Flynn, Jennifer Beroshi, Helen King, Nicklas Lundblad, and Tom Lue.","Version 2.0 was developed by a named team under named leadership.","none","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0134","NONE","Version 2.0 of the Frontier Safety Framework was developed by Lewis Ho, Celine Smith, Claudia van der Salm, Joslyn Barnhart, and Rohin Shah, under the leadership of Allan Dafoe, Anca Dragan, Andy Song, Demis Hassabis, Four Flynn, Jennifer Beroshi, Helen King, Nicklas Lundblad, and Tom Lue.","none"
"GDM-FSF-v2-0-0135","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Acknowledgements","N/A","paragraph","NONE","The Framework was developed with substantial contributions from Aalok Mehta, Adam Stubblefield, Alex Kaskasoli, Alice Friend, Amy Merrick, Anna Wang, Ben Bariach, Charley Snyder, David Bledin, David Lindner, Dawn Bloxwich, Don Wallace, Eva Lu, Heidi Howard, Iason Gabriel, James Manyika, Joana Iljazi, Kent Walker, Lila Ibrahim, Mary Phuong, Mikel Rodriguez, Peng Ning, Roland S. Zimmermann, Samuel Albanie, Sarah Cogan, Sasha Brown, Seb Farquhar, Sebastien Krier, Shane Legg, Victoria Krakovna, Vijay Bolina, Xerxes Dotiwalla, Ziyue Wang.","A large list of named contributors provided substantial input to the Framework.","none","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0135","NONE","The Framework was developed with substantial contributions from Aalok Mehta, Adam Stubblefield, Alex Kaskasoli, Alice Friend, Amy Merrick, Anna Wang, Ben Bariach, Charley Snyder, David Bledin, David Lindner, Dawn Bloxwich, Don Wallace, Eva Lu, Heidi Howard, Iason Gabriel, James Manyika, Joana Iljazi, Kent Walker, Lila Ibrahim, Mary Phuong, Mikel Rodriguez, Peng Ning, Roland S. Zimmermann, Samuel Albanie, Sarah Cogan, Sasha Brown, Seb Farquhar, Sebastien Krier, Shane Legg, Victoria Krakovna, Vijay Bolina, Xerxes Dotiwalla, Ziyue Wang.","none"
"GDM-FSF-v2-0-0136","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Acknowledgements","N/A","paragraph","NONE","We are grateful for input from Apollo Research, Carnegie Endowment for International Peace, Center for Long-Term Resilience, Center for the Governance of AI, METR, Redwood Research, UK AI Safety Institute, and several independent researchers.","Gratitude is expressed for input from several named external organizations and independent researchers.","none","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0136","NONE","We are grateful for input from Apollo Research, Carnegie Endowment for International Peace, Center for Long-Term Resilience, Center for the Governance of AI, METR, Redwood Research, UK AI Safety Institute, and several independent researchers.","none"
"GDM-FSF-v2-0-0137","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Updates and changes","Past versions / bullet 1","bullet","Past versions","Version 1.0 (17 May 2024).","Version 1.0 was released on 17 May 2024.","none","NONE","NONE","false","GDM-FSF-v1-0_v2-0","NONE","NONE","NONE","NONE"
"GDM-FSF-v2-0-0138","Google DeepMind","GDM-FSF-v2-0","Version 2.0","2025","Updates and changes","Corrections and non-substantive changes / bullet 1","bullet","Corrections and non-substantive changes","Fixed an incorrect link to Google’s AI Principles webpage (21 March 2025).","A broken link to Google's AI Principles webpage was fixed on 21 March 2025.","none","NONE","NONE","true","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0138","NONE","Fixed an incorrect link to Google’s AI Principles webpage (21 March 2025).","none"
"GDM-FSF-v3-0-0001","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","The Frontier Safety Framework is a set of protocols that aims to address severe risks that may arise from the high-impact capabilities of frontier AI models.","The Framework is a set of protocols meant to address severe risks from high-impact capabilities of frontier AI models.","aspirational","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0001","NONE","The Frontier Safety Framework is a set of protocols that aims to address severe risks that may arise from powerful capabilities of foundation models.","aspirational"
"GDM-FSF-v3-0-0002","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","It complements Google's suite of AI responsibility and safety practices, and enables AI innovation and deployment consistent with our AI Principles.","The Framework complements Google's broader AI safety practices and supports innovation consistent with its AI Principles.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0002","NONE","It is intended to complement Google’s existing suite of AI responsibility and safety practices, and enable AI innovation and deployment consistent with our AI Principles.","aspirational"
"GDM-FSF-v3-0-0003","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","fn1","paragraph","NONE","The Framework is informed by the broader conversation on Frontier AI Safety and Security Frameworks. The core components of such Frameworks are to:","The Framework draws on the wider discourse about Frontier AI Safety and Security Frameworks, whose core components are listed below.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0003","NONE","The Framework is informed by the broader conversation on Frontier AI Safety Frameworks.","none"
"GDM-FSF-v3-0-0004","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","bullet 1","bullet","The core components of such Frameworks are to:","Identify capability levels at which frontier AI models, without additional mitigations, could pose severe risk.","One core component is identifying capability levels at which models could pose severe risk absent mitigations.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0005","NONE","Identify capability levels at which AI models without additional mitigations could pose severe risk","none"
"GDM-FSF-v3-0-0005","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","bullet 2","bullet","The core components of such Frameworks are to:","Implement protocols to detect the attainment of such capability levels throughout the model lifecycle.","Another core component is implementing protocols to detect when such capability levels are reached across the model's lifecycle.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0006","NONE","Implement protocols to detect the attainment of such capability levels","none"
"GDM-FSF-v3-0-0006","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","bullet 3","bullet","The core components of such Frameworks are to:","Prepare and articulate proactive mitigation plans to ensure severe risks are adequately mitigated when such capability levels are attained.","Another core component is preparing proactive mitigation plans to adequately address severe risks once capability levels are reached.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0007","NONE","Prepare and articulate mitigation plans in advance of when such capability levels are attained","none"
"GDM-FSF-v3-0-0007","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","bullet 4","bullet","The core components of such Frameworks are to:","Where required or appropriate, involve external parties to help inform and guide the approach.","Another core component is involving external parties to inform and guide the approach where required or appropriate.","conditional","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0008","NONE","Where appropriate, involve external parties to help inform and guide our approach.","conditional"
"GDM-FSF-v3-0-0008","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","In the Framework, we specify protocols for the detection of capability levels at which frontier AI models may pose severe risks (which we call ""Critical Capability Levels (CCLs)""), and articulate mitigation approaches to address such risks.","The document specifies detection protocols for capability thresholds called CCLs and articulates mitigation approaches to address the risks they pose.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0009","NONE","In version 2.0 of the Framework, we specify protocols for the detection of capability levels at which models may pose severe risks (which we call “Critical Capability Levels (CCLs)”), and articulate mitigation approaches to address such risks.","none"
"GDM-FSF-v3-0-0009","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","fn2, fn3","paragraph","NONE","The Framework addresses misuse risk, risks from machine learning research and development (ML R&D), and misalignment risk. For each type of risk, we define a set of CCLs and a mitigation approach for them.","The Framework covers misuse, ML R&D, and misalignment risks, each with its own CCLs and mitigation approach.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0010","NONE","At present, the Framework primarily addresses misuse risk, but we also include an exploratory section addressing deceptive alignment risk, focusing on capability levels at which such risks may begin to arise.","none"
"GDM-FSF-v3-0-0010","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","Risk assessment will necessarily involve evaluating cross-cutting capabilities such as agency, tool use, reasoning, and scientific understanding.","Risk assessment must evaluate cross-cutting capabilities including agency, tool use, reasoning, and scientific understanding.","mandatory","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0012","NONE","Risk assessment will necessarily involve evaluating cross-cutting capabilities such as agency, tool use, reasoning, and scientific understanding.","mandatory"
"GDM-FSF-v3-0-0011","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","The safety and security of frontier AI models is a global public good. The protocols here represent our current understanding and approach of how severe frontier AI risks may be anticipated and addressed.","Frontier AI safety and security is framed as a global public good, and the document reflects current thinking on anticipating and addressing severe risks.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0013","NONE","The safety of frontier AI systems is a global public good.","none"
"GDM-FSF-v3-0-0012","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","Importantly, there are certain mitigations whose social value is significantly reduced if not broadly applied to frontier AI models reaching critical capabilities.","Some mitigations lose much of their social value unless broadly adopted across frontier AI models reaching critical capabilities.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0015","NONE","Importantly, there are certain mitigations whose social value is significantly reduced if not broadly applied to AI systems reaching critical capabilities.","none"
"GDM-FSF-v3-0-0013","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","These mitigations are most effective when adopted by industry as a whole: our adoption of them would result in effective risk mitigation for society only if all relevant organisations provide similar levels of protection.","These mitigations are most effective when adopted industry-wide, since unilateral adoption alone does not produce effective societal risk mitigation.","conditional","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0016","NONE","These mitigations should be understood as recommendations for the industry collectively: our adoption of them would only result in effective risk mitigation for society if all relevant organizations provide similar levels of protection, and our adoption of the protocols described in this Framework may depend on whether such organizations across the field adopt similar protocols.","conditional"
"GDM-FSF-v3-0-0014","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","The Framework is based on early and evolving research. We may change our approach over time as we gain experience and insights on the projected capabilities of future frontier models.","The Framework rests on early, evolving research, and the approach may change as understanding of future model capabilities improves.","conditional","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0017","NONE","The Framework is exploratory and based on early research.","none"
"GDM-FSF-v3-0-0015","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview","N/A","paragraph","NONE","We will review the Framework periodically and we expect it to evolve substantially as our understanding of the risks and benefits of frontier models improves.","The Framework will be reviewed periodically and is expected to change substantially as understanding of risks and benefits improves.","mandatory","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0019","NONE","We will review the Framework periodically and we expect it to evolve substantially as our understanding of the risks and benefits of frontier models improves.","mandatory"
"GDM-FSF-v3-0-0016","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview / Footnote 1","fn1","footnote","NONE","See https://www.gov.uk/government/publications/emerging-processes-for-frontier-ai-safety, https://metr.org/faisc, https://www.anthropic.com/news/anthropics-responsible-scaling-policy, https://openai.com/index/updating-our-preparedness-framework/, https://www.frontiermodelforum.org/publications/#technical-reports.","Footnote lists external reference sources on frontier AI safety frameworks.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0020","NONE","See https://www.gov.uk/government/publications/emerging-processes-for-frontier-ai-safety, https://metr.org/blog/2023-09-26-rsp/, https://www.anthropic.com/news/anthropics-responsible-scaling-policy, https://openai.com/preparedness/, https://www.frontiermodelforum.org/updates/issue-brief-components-of-frontier-ai-safety-frameworks/,","none"
"GDM-FSF-v3-0-0017","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview / Footnote 2","fn2","footnote","NONE","As in, in the context of the Framework, risks of threat actors using critical capabilities of deployed or exfiltrated models to cause harm.","Footnote clarifies that misuse risk refers to threat actors using critical capabilities of deployed or exfiltrated models to cause harm.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0021","NONE","As in, in the context of the Framework, risks of threat actors using critical capabilities of deployed or exfiltrated models to cause harm.","none"
"GDM-FSF-v3-0-0018","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Overview / Footnote 3","fn3","footnote","NONE","Misalignment can pose a number of risks. In the context of the Framework, we address specific scenarios where general-purpose AI agents are potentially misaligned and can become difficult to control, thereby posing a risk of severe harm.","Footnote clarifies that misalignment risk in this document concerns scenarios where misaligned general-purpose AI agents become hard to control and pose severe harm.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0022","NONE","As in, in the context of the Framework, risks of highly autonomous systems purposefully undermining human control over AI systems.","none"
"GDM-FSF-v3-0-0019","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","Section 1: Framework","N/A","paragraph","NONE","This section describes the central components of the Frontier Safety Framework. These protocols represent our current understanding of and approach for how severe frontier AI risks may be anticipated and addressed.","This section introduces the central components of the Framework, reflecting current thinking on anticipating and addressing severe risks.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0014","NONE","The protocols here represent our current understanding and recommended approach of how severe frontier AI risks may be anticipated and addressed.","none"
"GDM-FSF-v3-0-0020","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.1 Scope","1.1","paragraph","NONE","The Frontier Safety Framework focuses on possible severe risks stemming from high-impact capabilities of frontier AI models.","The Framework targets possible severe risks arising from high-impact capabilities of frontier AI models.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0001","NONE","The Frontier Safety Framework is a set of protocols that aims to address severe risks that may arise from powerful capabilities of foundation models.","aspirational"
"GDM-FSF-v3-0-0021","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.1 Scope","1.1","paragraph","NONE","The Framework complements Google's suite of AI responsibility and safety practices, which address other risks in addition to the severe risks in scope of the Framework in accordance with our AI Principles.","The Framework works alongside Google's broader AI safety practices, which address risks beyond the Framework's scope in line with AI Principles.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0002","NONE","It is intended to complement Google’s existing suite of AI responsibility and safety practices, and enable AI innovation and deployment consistent with our AI Principles.","aspirational"
"GDM-FSF-v3-0-0022","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.1 Scope","1.1","paragraph","NONE","The approaches and mitigations outlined in the Framework are not exclusive to models where we believe a severe risk could arise and are part of Google's comprehensive AI responsibility and safety practices.","Framework mitigations are not limited only to models believed to pose severe risk, and form part of Google's overall AI safety practices.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","NONE","NONE","NONE","NONE"
"GDM-FSF-v3-0-0023","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2","paragraph","NONE","The Framework is built around capability thresholds called ""Critical Capability Levels (CCLs)."" These are capability levels at which, absent mitigation measures, frontier AI models or systems may pose heightened risk of severe harm.","The Framework centers on CCLs, thresholds at which unmitigated models could pose heightened severe harm risk.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0009","NONE","In version 2.0 of the Framework, we specify protocols for the detection of capability levels at which models may pose severe risks (which we call “Critical Capability Levels (CCLs)”), and articulate mitigation approaches to address such risks.","none"
"GDM-FSF-v3-0-0024","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2","paragraph","NONE","CCLs are determined by identifying and analyzing the main foreseeable paths through which a model could result in severe harm: we then define the CCLs as the minimal set of capabilities a model must possess to do so.","CCLs are set by analyzing foreseeable severe-harm pathways and defining the minimal capabilities needed to enable them.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0011","NONE","For each type of risk, we define here a set of CCLs and a mitigation approach for them.","none"
"GDM-FSF-v3-0-0025","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2","paragraph","NONE","We describe three sets of CCLs: misuse CCLs, machine learning R&D CCLs, and misalignment CCLs.","There are three CCL categories: misuse, ML R&D, and misalignment.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0025","NONE","We also intend to evaluate any of these models that could indicate an exceptional increase in capabilities over previous models, and where appropriate, assess the likelihood of such capabilities and risks before and during training.","aspirational"
"GDM-FSF-v3-0-0026","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2","paragraph","NONE","For misuse risk, we define CCLs in the following risk domains where the misuse of model capabilities may result in severe harm:","Lead-in stating that misuse CCLs are defined across the following risk domains.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0041","NONE","This section describes our mitigation approach for models that pose risks of severe harm through misuse, and then details our set of misuse CCLs, as well as the mitigations that we provisionally assess as appropriate for them.","none"
"GDM-FSF-v3-0-0027","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2 / bullet CBRN","bullet","For misuse risk, we define CCLs in the following risk domains where the misuse of model capabilities may result in severe harm:","CBRN: Risks of models assisting in the development, preparation, and/or execution of a chemical, biological, radiological, or nuclear (""CBRN"") threat.","CBRN domain covers risks of models assisting with chemical, biological, radiological or nuclear threats.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0064","CBRN uplift 1","CBRN uplift 1: Can be used to significantly assist a low-resourced actor with dual-use scientific protocols, resulting in a substantial increase in ability to cause a mass casualty event.","none"
"GDM-FSF-v3-0-0028","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2 / bullet Cyber","bullet","For misuse risk, we define CCLs in the following risk domains where the misuse of model capabilities may result in severe harm:","Cyber: Risks of models assisting in the development, preparation, and/or execution of a cyber attack.","Cyber domain covers risks of models assisting with cyber attacks.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","GDM-FSF-v2-0-0068","Cyber autonomy level 1","Cyber autonomy level 1: Can be used to drastically reduce the cost (e.g. through full automation) of carrying out end-to-end cyberattacks on organizations with a limited security posture.","none"
"GDM-FSF-v3-0-0029","Google DeepMind","GDM-FSF-v3-0","Version 3.0","2025","1.2 Critical Capability Levels","1.2 / bullet Harmful Manipulation","bullet","For misuse risk, we define CCLs in the following risk domains where the misuse of model capabilities may result in severe harm:","Harmful Manipulation: Risks of models with high manipulative capabilities potentially being misused in ways that could reasonably result in large scale harm.","Harmful manipulation domain covers risks of highly manipulative models being misused to cause large scale harm.","none","NONE","NONE","false","GDM-FSF-v2-0_v3-0","NONE","NONE","NONE","NONE"
