"unit_id","lab","identifier","framework_version","framework_year","section_heading","locator","unit_type","context_stem","excerpt","paraphrase","modal_register","stated_bar","duplicate_of","removal_candidate","transition_id","prior_unit_id","prior_stated_bar","prior_counterpart_excerpt","prior_modal_register","cosmetic_split"
"ANT-RSP-v2-1-0222","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","fn16","footnote","NONE","In cases where this policy is unintentionally ambiguous, we will act in accordance with the Responsible Scaling Officer or CEO's judgment, and aim to clarify the ambiguity in the next policy update.","Ambiguities will be resolved via RSO or CEO judgment, with clarification intended in the next update.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0236","NONE","In cases where this policy is unintentionally ambiguous, we will act in accordance with the Responsible Scaling Officer or CEO's judgment, and aim to clarify the ambiguity in the next policy update.","mandatory","false"
"ANT-RSP-v2-1-0223","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","7.1 / bullet 6","paragraph","NONE","We will not impose contractual non-disparagement obligations on employees, candidates, or former employees in a way that could impede or discourage them from publicly raising safety concerns about Anthropic.","Anthropic will not use non-disparagement clauses to prevent staff from raising public safety concerns.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0245","NONE","Employee agreements: We will not impose contractual non-disparagement obligations on employees, candidates, or former employees in a way that could impede or discourage them from publicly raising safety concerns about Anthropic.","mandatory","false"
"ANT-RSP-v2-1-0224","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","7.1 / bullet 6","paragraph","NONE","If we offer agreements with a non-disparagement clause, that clause will not preclude raising safety concerns, nor will it preclude disclosure of the existence of that clause.","Any non-disparagement clauses offered will not block raising safety concerns or disclosing the clause's existence.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0246","NONE","If we offer agreements with a non-disparagement clause, that clause will not preclude raising safety concerns, nor will it preclude disclosure of the existence of that clause.","conditional","false"
"ANT-RSP-v2-1-0225","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","7.1 / bullet 7","paragraph","NONE","Changes to this policy will be proposed by the CEO and the Responsible Scaling Officer and approved by the Board of Directors, in consultation with the Long-Term Benefit Trust.","Policy changes are proposed by the CEO and RSO and approved by the Board, in consultation with the Long-Term Benefit Trust.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0247","NONE","Policy changes: Changes to this policy will be proposed by the CEO and the Responsible Scaling Officer and approved by the Board of Directors, in consultation with the Long-Term Benefit Trust.","mandatory","false"
"ANT-RSP-v2-1-0226","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","7.1 / bullet 7","paragraph","NONE","The current version of the RSP is accessible at www.anthropic.com/rsp. We will update the public version of the RSP before any changes take effect and record any differences from the prior draft in a change log.","The RSP is publicly accessible online, and updates will be published before taking effect with a change log documenting differences.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0248","NONE","The current version of the RSP is accessible at www.anthropic.com/rsp. We will update the public version of the RSP before any changes take effect and record any differences from the prior draft in a change log.","mandatory","false"
"ANT-RSP-v2-1-0227","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","fn17","footnote","NONE","It is possible at some point in the future that another actor in the frontier AI ecosystem will pass, or be on track to imminently pass, a Capability Threshold without implementing measures equivalent to the Required Safeguards such that their actions pose a serious risk for the world.","A future scenario could occur where another AI actor surpasses a Capability Threshold without equivalent safeguards, posing serious global risk.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0249","NONE","It is possible at some point in the future that another actor in the frontier AI ecosystem will pass, or be on track to imminently pass, a Capability Threshold without implementing measures equivalent to the Required Safeguards such that their actions pose a serious risk for the world.","conditional","false"
"ANT-RSP-v2-1-0228","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","fn17","footnote","NONE","In such a scenario, because the incremental increase in risk attributable to us would be small, we might decide to lower the Required Safeguards.","In that scenario, Anthropic might lower Required Safeguards since its own incremental risk contribution would be small.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0250","NONE","In such a scenario, because the incremental increase in risk attributable to us would be small, we might decide to lower the Required Safeguards.","conditional","false"
"ANT-RSP-v2-1-0229","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.1. Internal Governance","fn17","footnote","NONE","If we take this measure, however, we will also acknowledge the overall level of risk posed by AI systems (including ours), and will invest significantly in making a case to the U.S. government for taking regulatory action to mitigate such risk to acceptable levels.","If safeguards are lowered under this scenario, Anthropic will acknowledge overall AI risk and advocate for U.S. government regulatory action.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0251","NONE","If we take this measure, however, we will also acknowledge the overall level of risk posed by AI systems (including ours), and will invest significantly in making a case to the U.S. government for taking regulatory action to mitigate such risk to acceptable levels.","conditional","false"
"ANT-RSP-v2-1-0230","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 1","paragraph","NONE","We will publicly release key information related to the evaluation and deployment of our models (not including sensitive details).","Anthropic will publicly release key model evaluation and deployment information, excluding sensitive details.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0254","NONE","Public disclosures: We will publicly release key information related to the evaluation and deployment of our models (not including sensitive details). These include summaries of related Capability and Safeguards reports when we deploy a model as well as plans for current and future comprehensive capability assessments and deployment and security safeguards.","mandatory","false"
"ANT-RSP-v2-1-0231","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 1","paragraph","NONE","These include summaries of related Capability and Safeguards reports when we deploy a model as well as plans for current and future comprehensive capability assessments and deployment and security safeguards.","Public disclosures include report summaries at deployment and plans for capability assessments and safeguards.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0254","NONE","Public disclosures: We will publicly release key information related to the evaluation and deployment of our models (not including sensitive details). These include summaries of related Capability and Safeguards reports when we deploy a model as well as plans for current and future comprehensive capability assessments and deployment and security safeguards.","mandatory","false"
"ANT-RSP-v2-1-0232","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 1","paragraph","NONE","We will also periodically release information on internal reports of potential instances of non-compliance and other implementation challenges we encounter.","Anthropic will periodically release information about noncompliance reports and implementation challenges.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0255","NONE","We will also periodically release information on internal reports of potential instances of non-compliance and other implementation challenges we encounter.","mandatory","false"
"ANT-RSP-v2-1-0233","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 2","paragraph","NONE","We will solicit input from external experts in relevant domains in the process of developing and conducting capability and safeguards assessments.","Anthropic will seek external expert input while developing and conducting capability and safeguards assessments.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0256","NONE","Expert input: We will solicit input from external experts in relevant domains in the process of developing and conducting capability and safeguards assessments.","mandatory","false"
"ANT-RSP-v2-1-0234","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 2","paragraph","NONE","We may also solicit external expert input prior to making final decisions on the capability and safeguards assessments.","Anthropic may also seek external input before finalizing capability and safeguards assessment decisions.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0257","NONE","We may also solicit external expert input prior to making final decisions on the capability and safeguards assessments.","conditional","false"
"ANT-RSP-v2-1-0235","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 3","paragraph","NONE","We will notify a relevant U.S. Government entity if a model requires stronger protections than the ASL-2 Standard.","Anthropic will notify a relevant U.S. Government entity when a model requires stronger-than-ASL-2 protections.","mandatory","ASL-2 Standard","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0258","stronger protections than the ASL-2 Standard","U.S. Government notice: We will notify a relevant U.S. Government entity if a model requires stronger protections than the ASL-2 Standard.","mandatory","false"
"ANT-RSP-v2-1-0236","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 4","paragraph","NONE","On approximately an annual basis, we will commission a third-party review that assesses whether we adhered to this policy's main procedural commitments (we expect to iterate on the exact list since this has not been done before for RSPs).","Anthropic will commission an annual third-party review of procedural compliance with the policy, expecting to refine the review's scope over time.","mandatory","annual basis","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0259","annual","Procedural compliance review: On approximately an annual basis, we will commission a third-party review that assesses whether we adhered to this policy's main procedural commitments (we expect to iterate on the exact list since this has not been done before for RSPs).","mandatory","false"
"ANT-RSP-v2-1-0237","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","7.2 / bullet 4","paragraph","NONE","This review will focus on procedural compliance, not substantive outcomes. We will also do such reviews internally on a more regular cadence.","The third-party review addresses procedure not outcomes, and similar reviews will also be done internally more frequently.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0260","NONE","This review will focus on procedural compliance, not substantive outcomes. We will also do such reviews internally on a more regular cadence.","mandatory","false"
"ANT-RSP-v2-1-0238","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","fn18","footnote","NONE","We currently expect that if we do not deploy the model publicly and instead proceed with training or limited deployments, we will likely instead share evaluation details with a relevant U.S. Government entity.","For non-public deployments, Anthropic expects to share evaluation details with a U.S. Government entity instead.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0252","NONE","We currently expect that if we do not deploy the model publicly and instead proceed with training or limited deployments, we will likely instead share evaluation details with a relevant U.S. Government entity.","aspirational","false"
"ANT-RSP-v2-1-0239","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","fn19","footnote","NONE","These will be posted to www.anthropic.com/rsp-updates. We anticipate providing updates at least every 6-12 months.","Updates will be posted online, anticipated at least every 6-12 months.","aspirational","every 6-12 months","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0261","every 6-12 months","These will be posted to www.anthropic.com/rsp-updates. We anticipate providing updates at least every 6-12 months.","aspirational","false"
"ANT-RSP-v2-1-0240","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","fn19","footnote","NONE","Where possible, we will include descriptions of the empirical evaluation results we believe would indicate that a model is no longer safe to store under the ASL-2 Standard.","Updates will where possible describe evaluation results indicating a model is no longer safe under ASL-2.","conditional","ASL-2 Standard","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0262","NONE","Where possible, we will include descriptions of the empirical evaluation results we believe would indicate that a model is no longer safe to store under the ASL-2 Standard.","conditional","false"
"ANT-RSP-v2-1-0241","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","7. Governance and Transparency / 7.2. Transparency and External Input","fn19","footnote","NONE","Our purpose in these updates is to provide sufficient detail to facilitate conversations about best practices for safeguards, capability evaluations, and elicitation.","The intent of these updates is to enable dialogue about best practices in safeguards and evaluation.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0263","NONE","Our purpose in these updates is to provide sufficient detail to facilitate conversations about best practices for safeguards, capability evaluations, and elicitation.","none","false"
"ANT-RSP-v2-1-0242","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / AI Safety Levels (ASLs)","table_cell","Glossary term: AI Safety Levels (ASLs)","Technical and operational standards for safely training and deploying frontier AI models. Higher ASLs correspond to stronger safety and security measures required for more capable models.","ASLs are standards for safe training/deployment, with higher levels requiring stronger safeguards for more capable models.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0264","NONE","Technical and operational standards for safely training and deploying frontier AI models. Higher ASLs correspond to stronger safety and security measures required for more capable models.","none","false"
"ANT-RSP-v2-1-0243","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / ASL-2 Standard","table_cell","Glossary term: ASL-2 Standard","The current default standard for all Anthropic models, including security measures, safety testing, and automated misuse detection.","ASL-2 is the baseline standard for all Anthropic models covering security, safety testing, and misuse detection.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0265","NONE","The current default standard for all Anthropic models, including security measures, safety testing, and automated misuse detection.","none","false"
"ANT-RSP-v2-1-0244","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / ASL-3 Standard","table_cell","Glossary term: ASL-3 Standard","A higher level of safeguards required when a model cannot be certified as ASL-2 appropriate. It includes more stringent security and deployment measures designed to mitigate risks from more capable models.","ASL-3 applies when a model cannot be certified ASL-2 appropriate, requiring stricter security and deployment measures.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0266","NONE","A higher level of safeguards required when a model cannot be certified as ASL-2 appropriate. It includes more stringent security and deployment measures designed to mitigate risks from more capable models.","none","false"
"ANT-RSP-v2-1-0245","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Capability Report","table_cell","Glossary term: Capability Report","A document attesting that a model is sufficiently far from each of the relevant Capability Thresholds, and therefore (still) appropriate for storing under an ASL-N Standard. It includes evaluation procedures, results, and other relevant evidence gathered around the time of testing.","A Capability Report is documentation showing a model remains sufficiently distant from Capability Thresholds, including evaluation details.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0267","NONE","A document attesting that a model is sufficiently far from each of the relevant Capability Thresholds, and therefore (still) appropriate for storing under an ASL-N Standard. It includes evaluation procedures, results, and other relevant evidence gathered around the time of testing.","none","false"
"ANT-RSP-v2-1-0246","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Capability Thresholds","table_cell","Glossary term: Capability Thresholds","Specific AI capabilities that, if reached, would require stronger safeguards than the current baseline ASL-N standard provides.","Capability Thresholds are specific capabilities that trigger the need for stronger safeguards.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0268","NONE","Specific AI capabilities that, if reached, would require stronger safeguards than the current baseline ASL-N standard provides.","none","false"
"ANT-RSP-v2-1-0247","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Effective Compute","table_cell","Glossary term: Effective Compute","A scaling trend-based metric that accounts for both FLOPs and algorithmic improvements.","Effective Compute is a metric combining FLOPs and algorithmic improvements to track scaling trends.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0269","NONE","A scaling trend-based metric that accounts for both FLOPs and algorithmic improvements.","none","false"
"ANT-RSP-v2-1-0248","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Evaluations","table_cell","Glossary term: Evaluations","Empirical tests designed to provide early warning when a model is approaching a Capability Threshold. These tests are intended to trigger before a model actually reaches a dangerous capability.","Evaluations are tests meant to give early warning before a model reaches a dangerous capability.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0270","NONE","Empirical tests designed to provide early warning when a model is approaching a Capability Threshold. These tests are intended to trigger before a model actually reaches a dangerous capability.","none","false"
"ANT-RSP-v2-1-0249","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / FLOP(s)","table_cell","Glossary term: FLOP(s)","Floating-Point Operation(s). The amount of computation required to train or run a model. The number of FLOPs can be used as one indicator of a model's computational complexity and, indirectly, its potential capabilities.","FLOPs measure the computation required to train/run a model and indicate computational complexity and potential capability.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0271","NONE","Floating-Point Operation(s). The amount of computation required to train or run a model. The number of FLOPs can be used as one indicator of a model's computational complexity and, indirectly, its potential capabilities.","none","false"
"ANT-RSP-v2-1-0250","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Long-Term Benefit Trust (LTBT)","table_cell","Glossary term: Long-Term Benefit Trust (LTBT)","Anthropic's Board of Directors approves the RSP and receives Capability Reports and Safeguards Reports. The LTBT is an external body that is consulted on policy changes and also provided with Capability Reports and Safeguards Reports. More details about the LTBT are available here.","The Board approves the RSP and receives reports; the LTBT is an external body consulted on policy changes and also given the reports.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0272","NONE","Anthropic's Board of Directors approves the RSP and receives Capability Reports and Safeguards Reports. The LTBT is an external body that is consulted on policy changes and also provided with Capability Reports and Safeguards Reports.","none","false"
"ANT-RSP-v2-1-0251","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Required Safeguards","table_cell","Glossary term: Required Safeguards","The standard of safety and security measures that must be implemented when a model reaches a Capability Threshold.","Required Safeguards are the safety/security measures mandated once a Capability Threshold is reached.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0274","NONE","The standard of safety and security measures that must be implemented when a model reaches a Capability Threshold.","mandatory","false"
"ANT-RSP-v2-1-0252","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Responsible Scaling Officer (RSO)","table_cell","Glossary term: Responsible Scaling Officer (RSO)","A designated staff member responsible for reducing catastrophic risk, primarily by ensuring this policy is designed and implemented effectively. Their duties include reviewing policy updates, approving reports, overseeing implementation, and approving deployments.","The RSO is a staff member tasked with reducing catastrophic risk via policy design/implementation, report approval, and deployment sign-off.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0275","NONE","A designated staff member responsible for reducing catastrophic risk, primarily by ensuring this policy is designed and implemented effectively. Their duties include reviewing policy updates, approving reports, overseeing implementation, and approving deployments.","none","false"
"ANT-RSP-v2-1-0253","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix A: Glossary","App A / Safeguards Report","table_cell","Glossary term: Safeguards Report","A document attesting that the implemented safeguards meet an ASL-N Standard. It details the design and planned implementation of safeguards, and evidence to demonstrate their expected effectiveness.","A Safeguards Report documents that implemented safeguards meet an ASL-N standard with supporting evidence.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0276","NONE","A document attesting that the implemented safeguards meet an ASL-N Standard. It details the design and planned implementation of safeguards, and evidence to demonstrate their expected effectiveness.","none","false"
"ANT-RSP-v2-1-0254","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 1","numbered","ASL-2 Deployment Standard:","Acceptable use policies and model cards: Publication of model cards for significant new models describing capabilities, limitations, evaluations, and intended use cases.","ASL-2 deployment requires publishing model cards describing capabilities, limitations, evaluations, and use cases for significant new models.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0277","NONE","Acceptable use policies and model cards: Publication of model cards for significant new models describing capabilities, limitations, evaluations, and intended use cases.","mandatory","false"
"ANT-RSP-v2-1-0255","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 1","numbered","ASL-2 Deployment Standard:","Enforcement of a Usage Policy that restricts, at a minimum, catastrophic and high harm use cases, including using the model to generate content that could cause severe risks to the continued existence of humankind, or direct and severe harm to individuals.","ASL-2 requires enforcing a Usage Policy prohibiting at minimum catastrophic and high-harm use cases.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0278","NONE","Enforcement of a Usage Policy that restricts, at a minimum, catastrophic and high harm use cases, including using the model to generate content that could cause severe risks to the continued existence of humankind, or direct and severe harm to individuals.","mandatory","false"
"ANT-RSP-v2-1-0256","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 2","numbered","ASL-2 Deployment Standard:","Harmlessness training and automated detection: Training models to refuse requests to aid in causing harm, such as with Constitutional AI or other improved techniques, and the use of model enhanced trust and safety detection and enforcement.","ASL-2 requires harmlessness training (e.g., Constitutional AI) and model-enhanced trust and safety detection/enforcement.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0279","NONE","Harmlessness training and automated detection: Training models to refuse requests to aid in causing harm, such as with Constitutional AI or other improved techniques, and the use of model enhanced trust and safety detection and enforcement.","mandatory","false"
"ANT-RSP-v2-1-0257","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 3","numbered","ASL-2 Deployment Standard:","Fine-tuning protections: In finetuning products, data is filtered for harmfulness, and models are subject to automated evaluation to check harmlessness features are not degraded.","Finetuning products must filter harmful data and undergo automated checks that harmlessness features remain intact.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0280","NONE","Fine-tuning protections: In finetuning products, data is filtered for harmfulness, and models are subject to automated evaluation to check harmlessness features are not degraded.","mandatory","false"
"ANT-RSP-v2-1-0258","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 3","numbered","ASL-2 Deployment Standard:","There are a very limited number of use cases where this tooling is disabled. These are negotiated on a case by case basis and considered only for extremely low risk use cases that involve company personnel.","A very limited number of low-risk, personnel-only use cases may disable this tooling, negotiated case by case.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0281","NONE","There are a very limited number of use cases where this tooling is disabled. These are negotiated on a case by case basis and considered only for extremely low risk use cases that involve company personnel.","conditional","false"
"ANT-RSP-v2-1-0259","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Deployment Standard / item 4","numbered","ASL-2 Deployment Standard:","Vulnerability reporting channels: Clearly indicated paths within the product for users to report harmful or dangerous model outputs, as well as a bug bounty for universal jailbreaks.","ASL-2 requires clear in-product vulnerability reporting channels and a bug bounty for universal jailbreaks.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0282","NONE","Vulnerability reporting channels: Clearly indicated paths within the product for users to report harmful or dangerous model outputs, as well as a bug bounty for universal jailbreaks.","mandatory","false"
"ANT-RSP-v2-1-0260","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / intro","paragraph","NONE","ASL-2 Security Standard: A security system that can likely thwart most opportunistic attackers.","The ASL-2 Security Standard is designed to thwart most opportunistic attackers.","none","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0283","NONE","ASL-2 Security Standard: A security system that can likely thwart most opportunistic attackers.","none","false"
"ANT-RSP-v2-1-0261","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 1","numbered","ASL-2 Security Standard:","Supply chain: Vendor and supplier security must be regularly reviewed to ensure that they meet security standards. Software updates should be frequently managed and compliance monitoring automated where possible.","Supply chain security requires regular vendor reviews, frequent software update management, and automated compliance monitoring.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0284","NONE","Supply chain: Vendor and supplier security must be regularly reviewed to ensure that they meet security standards. Software updates should be frequently managed and compliance monitoring automated where possible.","mandatory","false"
"ANT-RSP-v2-1-0262","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 2","numbered","ASL-2 Security Standard:","Offices: Physical security should entail visitor access logs and restrictions protect on-site assets. Highly sensitive interactions should utilize advanced authentication like security keys.","Office security should include visitor logs, asset access restrictions, and advanced authentication for sensitive interactions.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0285","NONE","Offices: Physical security should entail visitor access logs and restrictions protect on-site assets. Highly sensitive interactions should utilize advanced authentication like security keys.","conditional","false"
"ANT-RSP-v2-1-0263","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 2","numbered","ASL-2 Security Standard:","Network visibility should be maintained and office access controls and communications should maximize on-site protections.","Network visibility and office access controls should be maintained to maximize on-site protections.","conditional","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0286","NONE","Network visibility should be maintained and office access controls and communications should maximize on-site protections.","conditional","false"
"ANT-RSP-v2-1-0264","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 3","numbered","ASL-2 Security Standard:","Workforce: People-critical processes must represent a key aspect of cybersecurity. Mandatory periodic infosec training educates all employees on secure practices, like proper system configurations and strong passwords, and fosters a proactive ""security mindset.""","Workforce security requires people-focused processes and mandatory periodic infosec training fostering a security mindset.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0287","NONE","Workforce: People-critical processes must represent a key aspect of cybersecurity. Mandatory periodic infosec training educates all employees on secure practices, like proper system configurations and strong passwords, and fosters a proactive ""security mindset.""","mandatory","false"
"ANT-RSP-v2-1-0265","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 3","numbered","ASL-2 Security Standard:","Fundamental infrastructure and policies promoting secure-by-design and secure-by-default principles should be incorporated into the engineering process. An insider risk program should tie access to job roles. Rapid incident response protocols must be deployed.","Secure-by-design/default principles should be embedded in engineering, insider risk should be tied to job roles, and rapid incident response is required.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0288","NONE","Fundamental infrastructure and policies promoting secure-by-design and secure-by-default principles should be incorporated into the engineering process. An insider risk program should tie access to job roles. Rapid incident response protocols must be deployed.","mandatory","false"
"ANT-RSP-v2-1-0266","Anthropic","ANT-RSP-v2-1","Version 2.1","2025","Appendix B: ASL-2 Standard","App B / ASL-2 Security Standard / item 4","numbered","ASL-2 Security Standard:","Compartmentalization: Segmented system isolation must ensure limited blast radius. Features like zero trust architecture should require access from approved devices.","Compartmentalization requires segmented isolation limiting blast radius and zero trust architecture restricting access to approved devices.","mandatory","NONE","NONE","false","ANT-RSP-v2-0_v2-1","ANT-RSP-v2-0-0289","NONE","Compartmentalization: Segmented system isolation must ensure limited blast radius. Features like zero trust architecture should require access from approved devices.","mandatory","false"
